oui,wifiChipManufacturer,estimatedDeviceCategory
905C44,"Compal Broadband Networks, Inc.",Non-mobile device
FC372B,"SICHUAN TIANYI COMHEART TELECOMCO.,LTD",Non-mobile device
0CD86C,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",Non-mobile device
4CE173,IEEE Registration Authority,Non-mobile device
8C60E7,"MPGIO CO.,LTD",Non-mobile device
2C0E3D,SAMSUNG ELECTRO-MECHANICS(THAILAND),Mobile phone
24C44A,zte corporation,Mobile phone
B83A9D,Alarm.com,Non-mobile device
00BBC1,CANON INC.,Non-mobile device
1C14B3,Airwire Technologies,Non-mobile device
2CC260,Oracle Corporation ,Non-mobile device
407183,Juniper Networks,Non-mobile device
0059DC,"Cisco Systems, Inc",Non-mobile device
1CC0E1,IEEE Registration Authority,Non-mobile device
00749C,"Ruijie Networks Co.,LTD",Non-mobile device
00271C,MERCURY CORPORATION,Non-mobile device
E0D9E3,Eltex Enterprise Ltd.,Non-mobile device
5098F3,Rheem Australia Pty Ltd,Non-mobile device
701CE7,Intel Corporate,Non-mobile device
CC9470,"Kinestral Technologies, Inc.",Non-mobile device
F0219D,Cal-Comp Electronics & Communications Company Ltd.,Non-mobile device
000B2E,Cal-Comp Electronics & Communications Company Ltd.,Non-mobile device
885BDD,Aerohive Networks Inc.,Non-mobile device
08EA44,Aerohive Networks Inc.,Non-mobile device
506B8D,Nutanix,Non-mobile device
0038DF,"Cisco Systems, Inc",Non-mobile device
006BF1,"Cisco Systems, Inc",Non-mobile device
20D25F,SmartCap Technologies,Non-mobile device
3CFA43,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
145F94,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
4C11BF,"Zhejiang Dahua Technology Co., Ltd.",Non-mobile device
000064,Yokogawa Digital Computer Corporation,Non-mobile device
0023F7,Private,Non-mobile device
90D7BE,Wavelab Global Inc.,Non-mobile device
686975,Angler Labs Inc,Non-mobile device
002448,"SpiderCloud Wireless, Inc",Non-mobile device
7C03C9,"Shenzhen YOUHUA Technology Co., Ltd	",Non-mobile device
64DB43,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.",Mobile phone
D058A8,zte corporation,Mobile phone
D071C4,zte corporation,Mobile phone
48F07B,"ALPS ELECTRIC CO.,LTD.",Non-mobile device
3C80AA,Ransnet Singapore Pte Ltd,Non-mobile device
7CEBAE,Ridgeline Instruments,Non-mobile device
E89EB4,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
AC83F3,"AMPAK Technology, Inc.",Non-mobile device
18DBF2,Dell Inc.,Non-mobile device
000048,Seiko Epson Corporation,Non-mobile device
C0BFC0,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
A08CF8,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
54B56C,"Xi'an NovaStar Tech Co., Ltd",Non-mobile device
FC3CE9,"Tsingtong Technologies Co, Ltd.",Non-mobile device
04B648,ZENNER,Non-mobile device
FC10C6,Taicang T&W Electronics,Non-mobile device
344CC8,Echodyne Corp,Non-mobile device
948FEE,Verizon Telematics,Non-mobile device
5C4A1F,"SICHUAN TIANYI COMHEART TELECOMCO., LTD",Non-mobile device
0C8DDB,Cisco Meraki,Non-mobile device
B0F963,"Hangzhou H3C Technologies Co., Limited",Non-mobile device
98B6E9,"Nintendo Co.,Ltd",Non-mobile device
8809AF,Masimo Corporation,Non-mobile device
00E06C,Ultra Electronics Command & Control Systems,Non-mobile device
009058,Ultra Electronics Command & Control Systems,Non-mobile device
F8983A,Leeman International (HongKong) Limited,Non-mobile device
4CECEF,"Soraa, Inc.",Non-mobile device
702D84,i4C Innovations,Non-mobile device
CC9F7A,"Chiun Mai Communication Systems, Inc",Non-mobile device
446246,Comat AG,Non-mobile device
C8AA55,"Hunan Comtom Electronic Incorporated Co.,Ltd",Non-mobile device
142FFD,LT SECURITY INC,Non-mobile device
000D2C,Net2Edge Limited,Non-mobile device
ECE154,"Beijing Unisound Information Technology Co.,Ltd.",Non-mobile device
60C658,"PHYTRONIX Co.,Ltd.",Non-mobile device
38454C,"Light Labs, Inc.",Non-mobile device
C894BB,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
D0FF98,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
5004B8,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
10B1F8,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
14ABC5,Intel Corporate,Non-mobile device
A462DF,"DS Global. Co., LTD",Non-mobile device
50D213,CviLux Corporation,Non-mobile device
44D437,Inteno Broadband Technology AB,Non-mobile device
78AF58,GIMASI SA,Non-mobile device
00071C,AT&T,Non-mobile device
2C9AA4,Eolo SpA,Non-mobile device
002183,ANDRITZ HYDRO GmbH,Non-mobile device
8404D2,Kirale Technologies SL,Non-mobile device
083E5D,Sagemcom Broadband SAS,Non-mobile device
749CE3,"KodaCloud Canada, Inc",Non-mobile device
CC2D21,"Tenda Technology Co.,Ltd.Dongguan branch",Non-mobile device
8C78D7,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",Non-mobile device
3CBD3E,"Beijing Xiaomi Electronics Co., Ltd.",Mobile phone
2C4D54,ASUSTek COMPUTER INC.,Non-mobile device
349672,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
00179B,"CHANT SINCERE CO.,LTD",Non-mobile device
080027,PCS Systemtechnik GmbH,Non-mobile device
348446,Ericsson AB,Mobile phone
A4A1C2,Ericsson AB,Mobile phone
B0F1EC,"AMPAK Technology, Inc.",Non-mobile device
B0C46C,Senseit,Non-mobile device
148951,"LCFC(HeFei) Electronics Technology co., ltd",Non-mobile device
F87588,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
BC3F8F,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
04DEF2,Shenzhen ECOM Technology Co. Ltd,Non-mobile device
00D071,ECHELON CORP.,Non-mobile device
0030C5,"CADENCE DESIGN SYSTEMS, INC.",Non-mobile device
504061,Nokia,Mobile phone
54E3F6,Alcatel-Lucent,Mobile phone
B0C205,BIONIME,Non-mobile device
0C61CF,Texas Instruments,Non-mobile device
7C2664,Sagemcom Broadband SAS,Non-mobile device
E47DEB,"Shanghai Notion Information Technology CO.,LTD.",Non-mobile device
A002DC,Amazon Technologies Inc.,Non-mobile device
0C47C9,Amazon Technologies Inc.,Non-mobile device
747548,Amazon Technologies Inc.,Non-mobile device
AC63BE,Amazon Technologies Inc.,Non-mobile device
40FA7F,Preh Car Connect GmbH,Non-mobile device
F8AB05,Sagemcom Broadband SAS,Non-mobile device
C0028D,"WINSTAR Display CO.,Ltd",Non-mobile device
D83214,"Tenda Technology Co.,Ltd.Dongguan branch",Non-mobile device
7C787E,"Samsung Electronics Co.,Ltd",Mobile phone
C0D3C0,"Samsung Electronics Co.,Ltd",Mobile phone
F097E5,"TAMIO, INC",Non-mobile device
F4E4AD,zte corporation,Mobile phone
F85971,Intel Corporate,Non-mobile device
F49634,Intel Corporate,Non-mobile device
144FD7,IEEE Registration Authority,Non-mobile device
6C4B90,LiteON,Non-mobile device
F8FF0B,Electronic Technology Inc.,Non-mobile device
38F135,SensorTec-Canada,Non-mobile device
90F305,"HUMAX Co., Ltd.",Non-mobile device
98AAFC,IEEE Registration Authority,Non-mobile device
B8D50B,"Sunitec Enterprise Co.,Ltd",Non-mobile device
28A6DB,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
C8F86D,"Alcatel-Lucent Shanghai Bell Co., Ltd",Mobile phone
D45F25,"Shenzhen YOUHUA Technology Co., Ltd	",Non-mobile device
9CE951,"Shenzhen Sang Fei Consumer Communications Ltd., Co.",Non-mobile device
DC0856,Alcatel-Lucent Enterprise,Mobile phone
E8FDE8,CeLa Link Corporation,Non-mobile device
181212,Cepton Technologies,Non-mobile device
08ED02,IEEE Registration Authority,Non-mobile device
B4417A,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",Non-mobile device
F4DE0C,ESPOD Ltd.,Non-mobile device
BC8AE8,"QING DAO HAIER TELECOM CO.,LTD.",Non-mobile device
440444,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
C09F05,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
CC2D83,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
38295A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
4C1A3D,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
A81B5A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
DC6DCD,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
70D379,"Cisco Systems, Inc",Non-mobile device
7C4F7D,Sawwave,Non-mobile device
185207,"SICHUAN TIANYI COMHEART TELECOMCO., LTD",Non-mobile device
9874DA,Infinix mobility limited,Non-mobile device
143F27,Noccela Oy,Non-mobile device
64351C,e-CON SYSTEMS INDIA PVT LTD,Non-mobile device
0CB912,JM-DATA GmbH,Non-mobile device
1893D7,Texas Instruments,Non-mobile device
EC363F,Markov Corporation,Non-mobile device
54FA3E,"Samsung Electronics Co.,Ltd",Mobile phone
0C8910,"Samsung Electronics Co.,Ltd",Mobile phone
FCF136,"Samsung Electronics Co.,Ltd",Mobile phone
981DFA,"Samsung Electronics Co.,Ltd",Mobile phone
84A466,"Samsung Electronics Co.,Ltd",Mobile phone
1867B0,"Samsung Electronics Co.,Ltd",Mobile phone
CCB11A,"Samsung Electronics Co.,Ltd",Mobile phone
B8BBAF,"Samsung Electronics Co.,Ltd",Mobile phone
60C5AD,"Samsung Electronics Co.,Ltd",Mobile phone
28395E,"Samsung Electronics Co.,Ltd",Mobile phone
C4AE12,"Samsung Electronics Co.,Ltd",Mobile phone
10D07A,"AMPAK Technology, Inc.",Non-mobile device
B877C3,METER Group,Non-mobile device
F07485,"NGD Systems, Inc.",Non-mobile device
DC74A8,"Samsung Electronics Co.,Ltd",Mobile phone
C087EB,"Samsung Electronics Co.,Ltd",Mobile phone
E8B6C2,Juniper Networks,Non-mobile device
74F61C,HTC Corporation,Mobile phone
3438B7,"HUMAX Co., Ltd.",Non-mobile device
5C1A6F,"Cambridge Industries(Group) Co.,Ltd.",Non-mobile device
B089C2,Zyptonite,Non-mobile device
F0D4F6,Lars Thrane A/S,Non-mobile device
487D2E,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
0403D6,"Nintendo Co.,Ltd",Non-mobile device
A0AFBD,Intel Corporate,Non-mobile device
34D954,WiBotic Inc.,Non-mobile device
6C60EB,"ZHI YUAN ELECTRONICS CO., LIMITED",Non-mobile device
AC4E2E,Shenzhen JingHanDa Electronics Co.Ltd,Non-mobile device
B40016, INGENICO TERMINALS SAS,Non-mobile device
0027E3,"Cisco Systems, Inc",Non-mobile device
A0341B,"TrackR, Inc",Non-mobile device
FCA667,Amazon Technologies Inc.,Non-mobile device
784501,Biamp Systems,Non-mobile device
488D36,Arcadyan Corporation,Non-mobile device
986F60,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
4C189A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
E45D52,Avaya Inc,Non-mobile device
38BB3C,Avaya Inc,Non-mobile device
C057BC,Avaya Inc,Non-mobile device
D47856,Avaya Inc,Non-mobile device
14612F,Avaya Inc,Non-mobile device
707C69,Avaya Inc,Non-mobile device
A47886,Avaya Inc,Non-mobile device
44322A,Avaya Inc,Non-mobile device
048A15,Avaya Inc,Non-mobile device
6CA849,Avaya Inc,Non-mobile device
A4251B,Avaya Inc,Non-mobile device
00040D,Avaya Inc,Non-mobile device
FC8399,Avaya Inc,Non-mobile device
60313B,Sunnovo International Limited,Non-mobile device
001CFA,Alarm.com,Non-mobile device
B4E62A,LG Innotek,Mobile phone
E45AA2,"vivo Mobile Communication Co., Ltd.",Mobile phone
ECDF3A,"vivo Mobile Communication Co., Ltd.",Mobile phone
F470AB,"vivo Mobile Communication Co., Ltd.",Mobile phone
50184C,Platina Systems Inc.,Non-mobile device
CC4639,"WAAV, Inc.",Non-mobile device
E4A749,Palo Alto Networks,Non-mobile device
786D94,Palo Alto Networks,Non-mobile device
30B164,Power Electronics International Inc.,Non-mobile device
18B430,Nest Labs Inc.,Non-mobile device
3CF591,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
602101,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
604762,"Beijing Sensoro Technology Co.,Ltd.",Non-mobile device
7CE2CA,Juniper Networks,Non-mobile device
B0DFC1,"Tenda Technology Co.,Ltd.Dongguan branch",Non-mobile device
70788B,"vivo Mobile Communication Co., Ltd.",Mobile phone
7065A3,"Kandao lightforge Co., Ltd.",Non-mobile device
706E6D,"Cisco Systems, Inc",Non-mobile device
001DCC,"Ayon Cyber Security, Inc",Non-mobile device
FC2F6B,"Everspin Technologies, Inc.",Non-mobile device
2CC5D3,Ruckus Wireless,Non-mobile device
F8E71E,Ruckus Wireless,Non-mobile device
1CB9C4,Ruckus Wireless,Non-mobile device
C0C520,Ruckus Wireless,Non-mobile device
B4C170,"Yi chip Microelectronics (Hangzhou) Co., Ltd",Non-mobile device
540237,Teltronic AG,Non-mobile device
A89675,"Motorola Mobility LLC, a Lenovo Company",Mobile phone
94F128,Hewlett Packard Enterprise,Non-mobile device
608E08,"Samsung Electronics Co.,Ltd",Mobile phone
7C2EDD,"Samsung Electronics Co.,Ltd",Mobile phone
3CF7A4,"Samsung Electronics Co.,Ltd",Mobile phone
342D0D,"Samsung Electronics Co.,Ltd",Mobile phone
94FBB2,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",Non-mobile device
EC3DFD,SHENZHEN BILIAN ELECTRONIC CO.ï¼ŒLTD,Non-mobile device
18742E,Amazon Technologies Inc.,Non-mobile device
001885,Avigilon Corporation,Non-mobile device
8886C2,STABILO International GmbH,Non-mobile device
04FA3F,Opticore Inc.,Non-mobile device
94D029,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
308454,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Mobile phone
FC7F56,CoSyst Control Systems GmbH,Non-mobile device
8C2505,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
28D436,"Jiangsu dewosi electric co., LTD",Non-mobile device
149346,PNI sensor corporation,Non-mobile device
00C064,General Datacomm LLC,Non-mobile device
601283,TSB REAL TIME LOCATION SYSTEMS S.L.,Non-mobile device
E06089,"Cloudleaf, Inc.",Non-mobile device
001219,General Datacomm LLC,Non-mobile device
BC54FC,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.",Non-mobile device
547595,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
28F537,IEEE Registration Authority,Non-mobile device
18BC5A,"Zhejiang Tmall Technology Co., Ltd.",Non-mobile device
00869C,Palo Alto Networks,Non-mobile device
00139D,MaxLinear Hispania S.L.U.,Non-mobile device
4C16FC,Juniper Networks,Non-mobile device
748EF8,"Brocade Communications Systems, Inc.",Non-mobile device
48C1AC,"PLANTRONICS, INC.",Non-mobile device
0CE0E4,"PLANTRONICS, INC.",Non-mobile device
000389,"PLANTRONICS, INC.",Non-mobile device
E422A5,"PLANTRONICS, INC.",Non-mobile device
609C9F,"Brocade Communications Systems, Inc.",Non-mobile device
000088,"Brocade Communications Systems, Inc.",Non-mobile device
000480,"Brocade Communications Systems, Inc.",Non-mobile device
00E052,"Brocade Communications Systems, Inc.",Non-mobile device
100D7F,NETGEAR,Non-mobile device
6CB0CE,NETGEAR,Non-mobile device
506A03,NETGEAR,Non-mobile device
B07FB9,NETGEAR,Non-mobile device
08028E,NETGEAR,Non-mobile device
001F33,NETGEAR,Non-mobile device
C03F0E,NETGEAR,Non-mobile device
0024B2,NETGEAR,Non-mobile device
204E7F,NETGEAR,Non-mobile device
841B5E,NETGEAR,Non-mobile device
A021B7,NETGEAR,Non-mobile device
74E60F,TECNO MOBILE LIMITED,Mobile phone
D8C497,Quanta Computer Inc.,Non-mobile device
444E6D,AVM Audiovisuelles Marketing und Computersysteme GmbH,Non-mobile device
409922,AzureWave Technology Inc.,Non-mobile device
B8DB1C,Integrated Device Technology (Malaysia) Sdn. Bhd.,Non-mobile device
3C10E6,PHAZR Inc.,Non-mobile device
B80B9D,ROPEX Industrie-Elektronik GmbH,Non-mobile device
001526,Remote Technologies Inc,Non-mobile device
34008A,IEEE Registration Authority,Non-mobile device
00D060,Panasonic Europe Ltd.,Non-mobile device
001987,"Panasonic Mobile Communications Co.,Ltd.",Mobile phone
BCC342,"Panasonic Communications Co., Ltd.",Non-mobile device
705812,Panasonic Corporation AVC Networks Company,Non-mobile device
CC7EE7,Panasonic Corporation AVC Networks Company,Non-mobile device
84253F,"silex technology, Inc.",Non-mobile device
40D63C,"Equitech Industrial(DongGuan)Co.,Ltd",Non-mobile device
40017A,"Cisco Systems, Inc",Non-mobile device
FC017C,"Hon Hai Precision Ind. Co.,Ltd.",Non-mobile device
28840E,silicon valley immigration service ,Non-mobile device
00C0EE,KYOCERA Display Corporation,Non-mobile device
CC5A53,"Cisco Systems, Inc",Non-mobile device
940006,jinyoung,Non-mobile device
5C6776,IDS Imaging Development Systems GmbH,Non-mobile device
A875E2,"Aventura Technologies, Inc.",Non-mobile device
DC0C2D,"WEIFANG GOERTEK ELECTRONICS CO.,LTD",Non-mobile device
904E91,IEEE Registration Authority,Non-mobile device
2C279E,IEEE Registration Authority,Non-mobile device
38D620,Limidea Concept Pte. Ltd.,Non-mobile device
00173A,Cloudastructure Inc,Non-mobile device
745C4B,GN Audio A/S,Non-mobile device
64FB50,"RoomReady/Zdi, Inc.",Non-mobile device
5C2BF5,Vivint Wireless Inc. ,Non-mobile device
00FC8B,Amazon Technologies Inc.,Non-mobile device
10F163,"TNK CO.,LTD",Non-mobile device
940E6B,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
38378B,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
98F5A9,OHSUNG,Non-mobile device
CC2237,IEEE Registration Authority,Non-mobile device
5033F0,YICHEN (SHENZHEN) TECHNOLOGY CO.LTD,Non-mobile device
C850E9,"Raisecom Technology CO., LTD",Non-mobile device
90FD9F,Silicon Laboratories,Non-mobile device
50F722,"Cisco Systems, Inc",Non-mobile device
BC4101,Shenzhen TINNO Mobile Technology Corp.,Mobile phone
5C8D2D,"Shanghai Wellpay Information Technology Co., Ltd",Non-mobile device
BC825D,"MITSUMI ELECTRIC CO.,LTD.",Non-mobile device
5CA176,"SICHUAN TIANYI COMHEART TELECOMCO., LTD",Non-mobile device
C8E7F0,Juniper Networks,Non-mobile device
24F5A2,Belkin International Inc.,Non-mobile device
087808,"Samsung Electronics Co.,Ltd",Mobile phone
D03169,"Samsung Electronics Co.,Ltd",Mobile phone
BC5451,"Samsung Electronics Co.,Ltd",Mobile phone
741AE0,IEEE Registration Authority,Non-mobile device
A039EE,Sagemcom Broadband SAS,Non-mobile device
A44027,zte corporation,Mobile phone
1C1161,Ciena Corporation,Non-mobile device
4C82CF,Dish Technologies Corp,Non-mobile device
F0C9D1,"GD Midea Air-Conditioning Equipment Co.,Ltd.",Non-mobile device
D49CF4,Palo Alto Networks,Non-mobile device
3C574F,"China Mobile Group Device Co.,Ltd.",Mobile phone
F8C120,"Xi'an Link-Science Technology Co.,Ltd",Non-mobile device
903A72,Ruckus Wireless,Non-mobile device
3CE824,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
E8ABF3,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
7006AC,"Eastcompeace Technology Co., Ltd",Non-mobile device
506F77,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
609813,Shanghai Visking Digital Technology Co. LTD,Non-mobile device
8C4CAD,Evoluzn Inc.,Non-mobile device
A4D4B2,"Shenzhen MeiG Smart Technology Co.,Ltd",Non-mobile device
DCE533,IEEE Registration Authority,Non-mobile device
8CF710,"AMPAK Technology, Inc.",Non-mobile device
38E1AA,zte corporation,Mobile phone
18A28A,"Essel-T Co., Ltd",Non-mobile device
38DEAD,Intel Corporate,Non-mobile device
74E182,Texas Instruments,Non-mobile device
40BD32,Texas Instruments,Non-mobile device
3C1710,Sagemcom Broadband SAS,Non-mobile device
C8FAE1,ARQ Digital LLC,Non-mobile device
044EAF,LG Innotek,Mobile phone
DCA333,"Shenzhen YOUHUA Technology Co., Ltd	",Non-mobile device
FC7C02,"Phicomm (Shanghai) Co., Ltd.",Non-mobile device
88A9A7,IEEE Registration Authority,Non-mobile device
F0E3DC,"Tecon MT, LLC",Non-mobile device
30B216,ABB AG - Power Grids - Grid Automation,Non-mobile device
00D0CE,iSystem Labs ,Non-mobile device
00BE75,"Cisco Systems, Inc",Non-mobile device
504EDC,Ping Communication,Non-mobile device
20677C,Hewlett Packard Enterprise,Non-mobile device
C42C4F,"Qingdao Hisense Mobile Communication Technology Co,Ltd",Mobile phone
24CACB,"Fiberhome Telecommunication Technologies Co.,LTD",Non-mobile device
44FFBA,zte corporation,Mobile phone
0023A8,Marshall Electronics,Non-mobile device
B481BF,"Meta-Networks, LLC",Non-mobile device
0CAE7D,Texas Instruments,Non-mobile device
641CAE,"Samsung Electronics Co.,Ltd",Mobile phone
4050B5,"Shenzhen New Species Technology Co., Ltd.",Non-mobile device
4CD0CB,"HUAWEI TECHNOLOGIES CO.,LTD",Mobile phone
38BAF8,Intel Corporate,Non-mobile device
A4E975,"Apple, Inc.",Mobile phone
C0A53E,"Apple, Inc.",Mobile phone
9800C6,"Apple, Inc.",Mobile phone
787B8A,"Apple, Inc.",Mobile phone
3866F0,"Apple, Inc.",Mobile phone
20EE28,"Apple, Inc.",Mobile phone
08F4AB,"Apple, Inc.",Mobile phone
8C8590,"Apple, Inc.",Mobile phone
68EF43,"Apple, Inc.",Mobile phone
CC2DB7,"Apple, Inc.",Mobile phone
D4A33D,"Apple, Inc.",Mobile phone
E4E0A6,"Apple, Inc.",Mobile phone
70EF00,"Apple, Inc.",Mobile phone
B0CA68,"Apple, Inc.",Mobile phone
9810E8,"Apple, Inc.",Mobile phone
B49CDF,"Apple, Inc.",Mobile phone
DCA4CA,"Apple, Inc.",Mobile phone
8C8FE9,"Apple, Inc.",Mobile phone
98CA33,"Apple, Inc.",Mobile phone
FC253F,"Apple, Inc.",Mobile phone
183451,"Apple, Inc.",Mobile phone
C0847A,"Apple, Inc.",Mobile phone
64200C,"Apple, Inc.",Mobile phone
74E1B6,"Apple, Inc.",Mobile phone
0C771A,"Apple, Inc.",Mobile phone
00F4B9,"Apple, Inc.",Mobile phone
C8334B,"Apple, Inc.",Mobile phone
B8F6B1,"Apple, Inc.",Mobile phone
C09F42,"Apple, Inc.",Mobile phone
189EFC,"Apple, Inc.",Mobile phone
6C3E6D,"Apple, Inc.",Mobile phone
8C2DAA,"Apple, Inc.",Mobile phone
E4E4AB,"Apple, Inc.",Mobile phone
58404E,"Apple, Inc.",Mobile phone
DC0C5C,"Apple, Inc.",Mobile phone
2C200B,"Apple, Inc.",Mobile phone
609AC1,"Apple, Inc.",Mobile phone
F07960,"Apple, Inc.",Mobile phone
9C8BA0,"Apple, Inc.",Mobile phone
28A02B,"Apple, Inc.",Mobile phone
